#Word;Pleasantness;Activation;Imagery
amplitud;1.77976666667;1.61903333333;1.93333333333
amuletos;2.2000;2.1111;1.4
amurallar;1.6667;1.0000;3.0
añadición;2.38335;1.92855;1.4
añadidura;1.95;1.96025;2.5
añadir;2.1686;1.92092;2.16
añadir alcohol;1.5000;2.1250;2.6
añadir peso a;1.5000;1.8571;1.4
analfabeto;1.1111;1.0909;2.0
análisis;1.53888;2.07858;2.32
analogía;1.5714;1.5714;1.2
anaquel;1.5000;1.7778;3.0
ancho;1.67743333333;1.59151666667;2.0
anchura;1.7143;2.0000;1.2
anciana;2.8750;2.1250;3.0
ancianidad;1.7500;2.0000;2.6
anciano;1.6875;1.481825;2.65
ancla;1.7143;1.8571;3.0
anclar;1.7143;1.8571;3.0
ancón;1.7143;1.5000;2.8
áncora;1.7143;1.8571;3.0
andador;2.1250;2.4286;2.6
andadura;1.962925;1.694375;2.0
andamio;1.8000;1.4000;3.0
andana;1.8143;1.23635;2.5
andanada;1.3636;2.6667;1.8
andante;2.5000;1.6000;2.6
andanza;2.1528;1.7222;1.7
andar;1.65775;2.159025;2.325
andar a trancos;2.1111;2.1429;1.4
andar con paso majestuoso;1.5000;1.8000;2.6
andar con pasos pesados;1.0000;2.5000;1.8
andar en;1.0000;1.6250;2.6
andarín;2.1250;2.4286;2.6
andar majestuosamente;2.0000;2.2857;2.8
andén;1.6;1.45;2.9
andinismo;1.9091;2.5455;2.4
andrajo;1.1429;1.8750;2.4
andullo;2.0143;1.60715;2.9
anegar;1.3333;2.6364;2.6
añejo;1.5000;1.2000;2.4
anejo;1.5714;1.8750;2.0
anemia;1.4000;2.0000;1.0
anfetamina;2.11665;2.875;1.5
anfiteatro;1.625;1.69445;2.9
anfitrión;2.2857;1.3333;2.0
ángel;2.8333;2.3333;3.0
anglos;1.5000;1.2500;2.6
angostar;1.0000;1.6250;2.2
angostarse;1.0000;1.6250;2.2
angosto;1.0000;1.6250;2.2
ángulo;1.7143;1.75;2.8
anguloso;1.7500;2.2000;2.8
angustia;1.38635;2.0;1.6
angustiar;1.2727;2.0000;1.8
anhelar;2.1429;2.3750;1.6
anhelo;1.678575;2.30625;1.5
anidar;1.8571;1.5714;3.0
añil;2.0000;1.2500;2.8
anilla;2.2500;1.8750;2.8
anillado;2.0909;2.0909;2.4
anillito;2.2500;1.8750;2.8
anillo;2.2500;1.8750;2.8
anillo movible;1.8333;2.2000;2.8
ánima;2.5556;2.1250;1.8
animación;2.8333;2.1000;2.0
animadamente;2.6667;2.5000;2.4
animado;2.6667;2.5000;2.4
animador;1.2000;2.0000;3.0
animal;2.2500;2.2500;3.0
animar;2.15186666667;2.10093333333;2.06666666667
ánimo;2.04445;1.97115;2.03333333333
a nivel;2.4000;2.0000;1.4
aniversario;3.0000;2.0000;2.4
año;2.0;1.74605;2.0
año bisiesto;2.0000;2.3000;2.8
anochecer;2.0000;1.0000;3.0
ánodo;1.7000;1.4000;3.0
anotar;1.7857;1.4778;3.0
ansia;1.321425;2.275;1.25
ansiar;2.1429;2.3750;1.6
ansiedad;1.0;2.525;2.0
ansioso;1.0000;1.6667;2.6
antecámara;1.9000;1.5385;2.8
antecedentes;1.98096666667;1.48516666667;2.33333333333
antena;1.7874;1.72393333333;2.86666666667
anteojos;1.5556;1.3333;2.8
antepasados;2.2857;2.4286;3.0
anterior;1.5704;1.5138;1.66666666667
anterioridad;1.9000;1.8000;1.0
anteriormente;2.2000;1.2500;2.4
antes;2.0091;1.4432;1.9
antes de;1.8333;1.2500;1.4
antes de que;1.8333;1.2500;1.4
anticipación;1.6250;2.2500;2.0
anticipar;2.2500;1.7143;2.0
anticipo;1.9375;1.98215;2.0
anticuado;1.664;1.3762;2.93333333333
antigualla;1.9000;1.3000;3.0
antiguamente;1.8182;1.6364;1.4
antigüedad;1.75;1.55833333333;2.53333333333
antiguo;1.70476666667;1.30953333333;2.73333333333
antipatía;1.1429;1.5714;1.4
antiprohibicionista;2.1429;2.3333;2.4
antojo;2.6000;2.1818;2.4
antología;2.6364;2.0000;2.6
antorcha;1.7143;1.2727;3.0
antro;1.5000;1.6000;2.8
anual;1.6667;1.3333;1.4
anualizado;1.6667;1.3333;1.4
anualmente;1.5000;1.2000;1.2
anuario;1.5714;1.2000;2.4
anublar;2.2222;1.4444;3.0
añublo;1.7857;2.1528;2.5
anulación;1.5000;2.4444;2.6
anular;1.39285;2.2222;2.3
anunciado;1.8571;2.1429;2.0
anunciador;1.6000;1.1429;1.0
anunciar;1.7689;1.47474;2.0
anuncio;1.66826;1.71142;2.44
anuncio a doble página;1.99305;2.14285;2.2
apacentadero;1.8889;1.2222;2.4
apacentar;1.8889;1.2222;2.4
apacible;1.8750;1.2500;1.6
apagado;1.5972;1.5;2.7
apagador;1.5714;1.6000;1.6
apagar;1.4;1.91665;2.2
apagón;1.0000;1.7143;2.2
apalancamiento;2.8750;1.8750;2.6
apalancar;2.1538;2.2308;1.4
apalear;1.3333;2.1250;1.4
aparato;1.86191818182;1.79146363636;2.2
aparato comunicativo;2.0000;1.1250;2.8
aparato de calor;2.3333;1.8333;1.4
aparato de comunicación;2.0000;1.1250;2.8
aparato ortopédico;1.3636;2.0833;2.2
aparcamento;1.2857;2.1429;2.4
aparcamiento;1.2857;2.1429;2.4
aparcar;2.15555;1.5778;2.9
aparcarse;2.15555;1.5778;2.9
aparear;1.7500;1.5000;2.4
aparearse;1.7500;1.5000;2.4
aparecer;2.125;1.89585;2.6
aparecer como invitado;2.5833;1.8333;2.4
aparecido;2.5556;2.1250;1.8
aparecimiento;2.3750;1.8889;2.2
aparecimiento de crisálida;1.8333;1.1667;1.8
aparejar;1.75835;1.7846;1.7
aparejo;1.795425;1.886375;1.8
aparejo de pescar;1.5556;2.0000;2.4
aparente;1.8889;1.6250;1.0
aparición;1.759;2.11935;1.8
apariciones;1.6000;1.8000;2.4
apariencia;2.06342;1.78844;2.32
apariencias;1.5556;1.3636;2.2
apartado;1.31816666667;1.51516666667;2.6
apartado de correos;1.2857;1.5000;3.0
apartamento;1.4732;1.57145;3.0
apartamiento;1.3492;1.92496666667;2.4
apartar;1.33035;1.7857;2.3
apartarse;1.625;1.9375;2.3
aparte;1.51323333333;1.7513;2.0
apasionadamente;2.7500;2.1000;2.2
apasionamiento;2.461125;2.40655;1.8
apático;1.2857;1.4444;2.0
apear;1.36505;1.5857;2.2
apelación;1.9048;2.2381;1.0
apelar;1.9048;2.2381;1.0
apellidar;1.64585;1.6607;1.7
apelmazarse;2.7500;1.4444;3.0
apelotonarse alrededor de;2.0000;2.0000;3.0
apenar;1.13635;2.2857;1.9
apéndice;1.5746;1.1889;1.66666666667
apeo;1.36505;1.5857;2.2
aperitivo;2.3333;2.0000;2.8
aperos;1.6528;1.75;2.7
apertura;1.8889;2.5556;2.4
a pesar de que;1.7000;1.4444;1.0
a pesar de todo;1.8;1.35415;1.9
apetecer;3.0;2.5404;1.3
apetencia;1.66665;1.9375;1.8
apetito;2.0000;2.2500;2.0
ápice;1.9000;2.1250;2.0
a pie;2.5000;1.6000;2.6
apilar;1.5556;1.6667;1.8
apiñadura;1.1250;2.1250;2.4
apiñamiento;1.1250;2.1250;2.4
apiñar;1.52085;2.4;2.6
apiñarse;1.4097;2.2222;2.6
apisonamiento;1.9000;2.5000;2.6
apisonar;1.7778;1.8889;2.2
aplacamiento;2.5556;1.2500;2.0
aplanar;1.7778;1.8889;2.2
aplastante;1.7500;2.2000;2.8
aplaudir;1.6250;2.0000;2.6
aplauso;1.74605;2.373;2.9
aplausos;2.2014;2.75695;2.6
aplazar;1.55328;1.40238;2.0
aplicabilidad;2.6000;1.8571;1.2
aplicación;1.79165;2.29465;2.0
aplicar un emplasto a;1.5714;1.4286;2.6
a plomo;2.4000;2.0000;1.4
apodar;2.04285;1.7222;1.7
apoderado;1.45556666667;1.72776666667;2.6
apoderarse de;1.72915;2.29165;2.5
apodo;1.95535;1.875;1.4
apogeo;2.1857;2.24763333333;1.86666666667
aporrear;1.49166;1.72136;2.08
aportación;2.375;1.7986;1.6
aporte;2.0000;1.3750;1.2
aposento;1.7000;1.7000;2.4
apostar;1.804175;1.564275;2.55
apostar por;2.5556;2.7778;1.8
apoyar;2.24004;1.60334;2.12
apoyarse;1.5000;1.3750;2.2
apoyo;2.3708;1.7745;1.96
apoyo para los pies;1.8000;1.6667;2.4
apreciación;2.07736666667;1.93056666667;1.53333333333
apreciar;2.0952;1.8375;1.4
apreciar mucho;2.8750;1.8750;2.6
aprecio;2.8750;1.7500;1.4
apremiante;1.71665;2.05115;2.0
apremiar;1.22915;2.41965;2.5
apremio;1.05;2.4;1.2
aprendiz;1.5079;1.87855;2.6
aprendizaje;2.2000;1.7778;2.2
aprendiz de imprenta;1.4444;1.9000;3.0
aprensión;1.16665;2.26515;2.0
apresamiento;1.0000;2.3333;2.2
apresar;1.0000;2.3333;2.2
aprestar;1.3333;1.4286;1.3
apresuramiento;1.4375;2.22915;2.1
apresurar;1.6875;2.51665;1.8
apresurarse;1.99443333333;2.69443333333;1.6
apretar;1.73006666667;2.19668888889;2.46666666667
apretón;1.39166666667;2.38471666667;2.0
apretón de manos;1.7500;2.0000;3.0
apretujar;2.8000;1.7143;2.8
apretujarse;1.1250;2.1250;2.4
aprieto;1.7014;1.822725;1.9
aprisco;1.74773333333;1.61213333333;2.33333333333
aprisionado;1.5000;2.0000;1.2
aprobación;2.1852;2.17513333333;2.03333333333
aprobado;1.927675;1.850375;2.05
aprobar;2.0368;1.90471111111;1.97777777778
aproches;1.7778;2.0000;2.0
apropiación;1.4545;2.0000;1.2
apropiadamente;2.2000;1.3333;1.0
apropiado;2.14286666667;1.81816666667;1.26666666667
apropiarse;1.5000;2.4000;1.6
apropiarse de;2.1000;1.7000;1.0
apropiarse ilícitamente;1.5714;1.7000;1.4
a propósito;1.9091;2.0833;2.0
a propósito de;1.7143;1.3000;1.4
aprovechamiento;1.8750;2.1429;1.0
aprovechar;1.7822875;1.9269375;2.025
aprovechar a;2.6667;1.7778;1.8
aprovechar a uno;2.6667;1.7778;1.8
aprovisionar;1.8571;1.2000;1.8
aprovisionar de combustible;1.5000;1.0000;2.2
aproximación;1.7778;2.1111;1.6
aproximada;1.2000;2.0000;1.0
aproximadamente;1.66965;1.65;1.8
aproximado;1.6307;1.7857;2.1
aproximarse;1.6389;1.8889;1.5
a prueba de;1.6667;1.6667;1.8
aptitud;2.10236;1.9939;2.32
apto;1.94155;1.66475;2.2
apuesto;1.7143;1.4286;2.2
apuesto tendenciosamente;1.8889;2.2222;1.2
apuntación;1.61905;1.45835;2.4
apuntalar;1.86363333333;1.93686666667;2.6
apuntar;1.86309333333;1.73151333333;2.29333333333
apunte;1.8127;1.58333333333;2.46666666667
apuramiento;1.0000;1.6250;2.4
apurar;1.51135;2.3939;2.2
apurarse;1.30655;2.525;1.55
apuro;1.58565;2.0621;1.83333333333
a que;1.8462;1.7273;1.0
aquejar;1.0000;2.5714;2.8
aquél;1.8462;1.7273;1.0
aquella;1.4444;2.0000;2.6
aquélla;1.8462;1.7273;1.0
aquello;1.8462;1.7273;1.0
a quién;2.0000;1.6667;1.0
aquietar;2.125;1.427075;2.1
arada;1.5000;2.4000;3.0
arado;1.5000;2.2500;3.0
arañazo;2.0000;1.3333;2.0
aranceles;2.20835;1.67615;1.6
arar;1.5000;2.2500;3.0
ararse;1.5000;2.2500;3.0
arbitrar;1.875;1.41665;2.4
arbitraria;2.6000;2.1818;2.4
árbitro;1.7500;1.5000;3.0
árbol;2.8333;1.6000;3.0
árbol de tronco derecho;1.8333;1.9091;1.0
arboleda;1.8182;1.6364;1.6
árboles de monte;1.6000;1.5000;1.8
arbusto;1.6250;1.4444;3.0
arca;1.7619;1.5606;2.73333333333
arcada;1.8000;1.5000;1.2
archivador;1.6667;1.6000;2.0
archivar;1.829875;1.50715;2.45
archivero;2.2222;1.8000;2.8
archivos;2.4000;1.8333;3.0
arcilla;1.7500;1.6250;2.6
arcillar;1.7500;1.6250;2.6
arcilloso;1.5000;2.1667;1.4
arco;1.54603333333;1.56483333333;2.6
arco iris;1.6667;1.9231;2.4
arder;1.35715;2.27085;2.8
arder vivamente;2.5714;1.7143;2.0
ardid;1.54165;2.14285;2.1
ardiendo;2.6667;2.5000;2.4
ardiente;1.83335;2.25;2.2
ardientemente;2.7500;2.1000;2.2
ardilla;2.1429;2.0000;3.0
ardor;2.040175;2.133425;2.35
arduo;1.5268;1.8333;2.2
área;1.62103333333;1.4901;1.66666666667
a reacción;2.2500;1.6000;2.6
arena;2.3333;1.5000;2.8
arenilla;1.95235;1.39285;2.9
arete;2.2500;1.8750;2.8
argentífero;2.6667;1.7143;3.0
argentino;2.6667;1.7143;3.0
argolla;2.2500;1.8750;2.8
argucia;1.5714;1.2000;1.0
argumento;1.61846;2.31944;2.32
argumentos;2.0000;2.0000;1.4
arisco;1.7500;2.2000;2.8
arista;1.77275;1.5;2.7
arma;1.35715;2.05355;3.0
arma arrojadiza;1.0000;2.3333;2.6
armada;1.5635;2.0972;2.1
arma de fuego;1.3333;2.6667;3.0
armadura;1.54765;1.83335;2.4
armamento;1.5000;1.3750;2.0
armar;1.81286;1.63188;2.48
armar caballero;1.6667;1.7143;3.0
armario;1.80355;1.57935;3.0
armarse;1.7143;1.8571;3.0
armar una carpa;1.7778;2.3333;2.2
armar un jaleo;1.0000;2.2500;2.6
armas;1.5;1.6875;2.3
armazón;1.77316666667;1.58336666667;2.6
armón;2.3750;1.7000;3.0
armonía;2.62856666667;1.9;1.4
armonizar;1.9117;1.76136666667;1.8
arneses;1.6000;1.8000;1.8
aro;2.2500;1.8750;2.8
aroma;2.13886666667;1.62223333333;2.33333333333
arquear;1.53335;1.56155;2.7
arqueo;1.0000;1.7273;1.6
arqueología;1.6667;1.8889;2.0
arquero;1.7000;2.3000;2.4
arquitecto;1.8571;1.7143;2.6
arquitectura;1.8333;1.8333;2.4
arracimarse;1.8750;2.0000;2.0
arraigar;1.602375;1.945825;2.05
arraigarse;1.6250;1.6250;2.6
arraigo;2.45835;1.325;2.3
arrancar;1.78471666667;2.12731666667;2.23333333333
arrancar gracia;2.8000;1.8000;1.4
arranque;1.65;1.88885;2.6
arrasar;1.5;1.55555;2.3
arrastramiento;1.3333;2.1111;3.0
arrastrar;1.646975;1.8814;2.4
arrastrar con la marea;2.2500;2.0000;2.6
arrastrarse;1.658225;1.826875;2.65
arrastrarse por el suelo;1.1818;2.0909;2.6
arrastre;1.4444;2.3333;1.8
arrebatado;1.7143;1.8750;2.8
arrebatar;1.9454;1.88166;1.84
arrebatarse;1.5000;2.4000;1.6
arrebatiña;1.5000;2.4000;1.6
arrebato;1.4000;2.5714;2.0
arrebol;2.19046666667;1.97143333333;2.26666666667
arrebolarse;2.0000;2.3000;2.8
arrecife;1.5000;1.7778;3.0
arredrar;1.7143;1.7143;2.6
arreglado;1.76625;1.57795;1.9
arreglar;1.98654166667;1.6891;2.1
arreglar los pliegues de;1.5556;2.0000;2.2
arreglarse;2.1250;1.1667;2.2
arreglar y ordenar;2.0000;2.0000;2.6
arreglo;1.98203333333;1.76094166667;1.95
arreglos;2.2000;2.1111;1.4
arrellanarse;1.5;1.5952;2.2
arremeter;1.0000;2.5714;2.8
arremetida;1.4000;1.9000;1.0
arrendajo;1.7778;1.3636;1.6
arrendamiento;1.4000;1.2222;2.0
arrendar;1.804875;1.675;1.8
arreos;1.6000;1.8000;1.8
arrestar;1.4000;2.9000;3.0
arresto;1.45;2.45;2.5
arriar;1.5000;1.7273;1.4
arriar la bandera;1.61905;2.325;2.3
arriate;1.4286;1.5000;2.4
arriba;1.925;1.6519;2.35
arribo;1.5000;1.7500;2.4
arriendo;1.804875;1.6389;2.1
arriesgar;1.6518;2.05355;1.5
arriesgarse;2.1429;2.5000;1.2
arrimarse;2.2222;1.7273;1.4
arrinconar;1.7143;1.5000;2.8
arrogancia;2.4000;1.9000;1.4
arrojar;1.779775;2.1795625;2.225
arrollar;1.4018;2.00695;2.3
arropar;1.6250;1.2727;3.0
arrostrar;2.2857;1.7500;3.0
arroyo;1.70636;1.66222;2.8
arroz;1.8000;1.5000;2.4
arruga;1.7316;1.58006666667;2.46666666667
arrugar;1.66885;1.72725;2.4
arrugarse;1.9091;2.1818;2.2
arruinamiento;1.4545;2.0000;1.8
arruinar;1.22155714286;2.29928571429;2.42857142857
arruinarse;1.5000;1.8889;2.6
arte;1.9375;1.8472;2.05
arte de hilar;1.8571;2.5000;2.2
artefacto;1.9091;1.5000;2.6
artejo;1.8750;1.6250;2.6
artería;1.7778;1.8889;1.8
artesón;1.59786666667;1.48213333333;2.73333333333
artesonar;1.2857;1.2857;2.8
articulación;1.5000;1.6000;2.8
articulado;1.7778;1.6667;2.2
articular;1.4286;1.6667;2.8
articular con rimbombancia;2.0000;1.5000;3.0
artículo;1.87460833333;1.64499166667;2.1
artículo de exportación;1.8571;1.7500;2.0
artículo de fondo;1.6932;1.7557;2.1
artículos;1.9514;1.83335;1.9
artículos de primera necesidad;1.5714;1.8571;1.6
artículos de segunda clase;1.9000;1.5556;2.0
artículos de vidrio;1.3333;1.6667;2.6
artífice;1.918125;2.209825;2.25
artificio;1.1778;1.8148;1.86666666667
artillería;1.7000;2.1000;2.2
artimaña;1.0000;2.4444;2.6
artista;2.1376;2.64773333333;2.66666666667
arzón;2.8333;1.6000;3.0
as;3.0000;1.2857;2.6
asa;1.6591;1.53975;2.5
asado;2.5;2.2;2.73333333333
asado a la parrilla;1.2857;2.0000;2.2
asador;1.2500;2.4286;3.0
asaltar;1.28;2.53236;2.48
asalto;1.4449;2.27451428571;2.28571428571
a salvo;2.6250;1.2857;2.2
asamblea;1.68056666667;1.84213333333;2.13333333333
asar;2.7500;2.6000;3.0
asar a la parrilla;1.2857;2.0000;2.2
asar con mucho picante;1.4444;1.9000;3.0
ascendencia;1.6667;1.6667;1.2
ascendente;2.5000;2.4286;2.2
ascender;1.99206;1.94286;2.32
ascender a;1.1667;1.3333;2.0
ascendido;1.7500;2.3333;1.4
ascendiente;1.82855;1.4762;1.0
ascenso;2.01308;2.18214;1.88
ascensor;1.7;2.1032;2.8
asco;1.54465;1.79465;2.3
ascuas;2.3333;1.3000;2.2
aseado;2.2894;1.75633333333;1.73333333333
asedio;2.2222;2.7500;2.6
asegurar;1.92965;1.99133333333;2.0
asegurar con gaza;1.6000;1.3750;2.6
asegurar con presilla;1.6000;1.3750;2.6
asegurar el triunfo de;1.79465;1.80455;1.1
aseguro;2.8333;2.1429;1.8
asentamiento;2.3333;1.125;2.0
asentar;1.9676;1.30686666667;2.2
asentir;2.0000;2.2000;1.2
aseos;1.5;1.625;2.73333333333
aserrar;1.6000;1.2500;2.8
asesinar;1.0;2.2;2.73333333333
asesinato;1.071425;2.3375;2.8
asesino;1.145825;2.19445;2.75
asesor;1.92223333333;1.7643;2.0
asesoramiento;2.41665;2.32955;2.2
asestar;1.944875;2.02255;2.4
asfixiar con gas;1.6250;1.7000;2.4
así así;1.4000;1.1429;1.0
asidero;2.0625;1.652075;2.35
asiduo;2.1000;1.5455;1.0
asiento;1.96238;1.48836;2.4
asignación;1.8492;1.54166666667;1.86666666667
asignar;1.99166666667;1.63013333333;1.4
asignar una fecha a;2.3333;2.1667;3.0
asignatura;1.6667;1.4286;1.8
asilar;1.4286;1.5714;2.0
asilo;2.25991666667;1.46528333333;2.43333333333
asimiento;2.0;1.81808;2.48
asimilación;1.7778;1.6667;1.6
asir;1.84621111111;2.02684444444;2.15555555556
asistencia;1.9032;1.90131666667;1.66666666667
asistencia social;1.6000;1.5000;1.4
asistente;2.0111;1.6713;2.13333333333
asistir;1.95535;2.0734;2.6
asociación;2.01587777778;1.69107777778;1.88888888889
asociado;2.2778;1.63335;2.0
asociar;2.5;2.05;2.4
asolar;1.4545;2.0000;1.8
asoleado;1.0000;1.5000;1.2
asolear;2.3333;1.7143;2.6
asomar;1.7361;1.83335;2.4
asombrar;2.8571;2.6000;1.8
asombrarse;2.1667;2.0000;1.0
asombro;2.48413333333;2.3;1.66666666667
asomo;1.7500;2.0000;2.0
aspa;1.55556666667;1.83873333333;2.86666666667
aspecto;1.78447;1.73866;2.14
asperjar;2.1429;2.3333;2.6
áspero;1.6875;2.1;2.5
aspiradora;1.5000;2.0000;3.0
aspirante;1.4524;1.80556666667;2.46666666667
aspirar;2.4857;1.8375;1.7
asqueroso;1.4286;1.4286;1.8
asta;1.7202;1.64145;2.4
asterisco;2.8889;2.3750;3.0
astil;1.7143;1.8571;3.0
astilla;1.7273;1.7273;2.6
astillarse;1.7273;1.7273;2.6
astillas;1.6667;1.5714;3.0
astillero;2.0000;1.6000;1.6
astringente;1.6667;1.7500;1.8
astro;2.8889;2.3750;3.0
astronomía;2.3333;1.7778;2.4
astucia;1.5714;1.2000;1.0
astuto;2.18333333333;1.77036666667;2.33333333333
asueto;3.0000;2.1429;2.4
asumir;1.5857;1.56665;1.8
asunción;1.4545;2.0000;1.2
asunto;1.60788181818;1.65646363636;2.23636363636
asuntos;1.6000;1.3333;2.0
asustadizo;1.5000;1.4286;2.0
asustar;1.0000;2.2500;2.6
asustarse;1.77975;2.172625;2.05
atacar;1.47359090909;2.28722727273;2.38181818182
atacar con cohetes;1.8750;2.1250;3.0
atacar en masa;1.1429;2.1429;2.6
atacar un problema;1.5556;2.0000;2.4
atajada;1.5556;2.0000;2.4
atajar;1.5556;2.0000;2.4
ataque;1.60221875;2.1935;2.175
ataque de nervios;1.2222;2.71425;1.7
ataque fulminante;1.775;2.27085;1.7
ataque leve;2.5278;1.9375;2.0
atar;1.6818;1.9053;2.4
atar con cinta;1.9091;1.6667;2.6
atar con una cuerda;2.1111;2.0000;2.6
atar en un manojo;1.6746;1.4375;2.0
atascar;1.6000;1.5000;3.0
atascarse;1.8333;1.8000;3.0
ataúd;1.2500;1.7500;2.8
ataviar;1.9000;2.1000;1.0
atavío;1.85186666667;1.81516666667;1.73333333333
atención;1.8307;1.8849;1.66666666667
atenciones;1.1667;2.3333;2.4
atender;1.86773333333;2.14365;1.93333333333
atender a;2.016875;1.9865;2.35
atender a uno;1.4286;1.5714;2.8
atenerse;1.73215;1.4432;1.1
atentado;1.59593333333;2.23016666667;1.8
atentar;1.0000;2.5714;2.8
atento;2.6667;2.5000;2.4
atento a;2.0000;2.5000;2.2
aterrizaje;1.5000;1.8000;2.2
aterrizar;1.7500;1.2500;3.0
atestar;1.4444;2.4444;2.2
atestiguación;1.3333;2.2500;1.8
atestiguar;2.0000;1.8333;1.6
ático;1.5000;1.2500;3.0
atisbar;2.1250;1.7143;2.8
atisbo;1.3333;2.0000;1.8
atizar;1.9259;2.03333333333;2.66666666667
atlántico;1.6667;1.7778;2.6
atlas;1.7778;1.6667;3.0
atmósfera;2.3750;1.5000;2.6
atoar;1.4286;2.3333;2.0
atomizador;1.7778;2.5000;2.8
atomizar;1.7778;2.5000;2.8
átomo;1.38095;2.08335;2.4
átomo simple;1.6667;1.6667;1.0
atontado;1.0000;1.5000;1.2
atoramiento;1.6250;1.8571;2.8
atornillar;1.5857;2.08335;2.7
atorrante;1.0000;2.5000;1.8
atracarse;1.5714;1.2000;1.8
atracción;1.8736;2.277075;2.2
atractivo;2.01445;2.0161625;1.625
atractivos;2.2000;2.1111;1.4
atraer;1.65066666667;2.26408333333;1.9
atraer atención;2.5556;2.2222;2.0
atraerse;3.0000;2.5556;1.8
atrancar;2.4286;2.1111;3.0
atrapar;1.4375;2.3472;2.7
atrás;1.61665;1.39585;2.3
atraso;1.3636;1.3333;1.6
atravesar;1.66666666667;1.84166666667;1.73333333333
atravesarse;1.2857;1.9000;2.6
a través de;1.64285;1.66965;2.2
atreverse;1.78575;2.17855;1.2
atreverse a;1.8750;2.2500;1.8
atrevido;1.8831;2.275;1.6
atribuir;1.9375;1.70635;2.0
atropellar;1.1429;2.1429;2.6
atropello;1.0000;2.3750;3.0
audaz;1.9091;2.2500;1.8
audición;2.1250;2.5000;1.4
audiencia;2.03333333333;1.93333333333;2.53333333333
auditorio;1.8852;1.98786666667;2.6
auge;1.8571;2.1429;2.6
aula;2.27065;1.991075;2.75
aullar;2.3333;1.1250;2.8
aullido;2.3333;1.1250;2.8
a ultranza;2.6000;2.6667;2.0
aumentar;2.00853333333;2.0476;1.86666666667
aumentar en valor;2.4286;1.5556;1.2
aumentar la potencia;2.7500;2.0000;2.6
aumentarse;2.17145;2.27775;1.8
aumento;2.20403333333;2.14715;1.9
aumento súbito de precios;1.3333;2.5000;2.8
aún;2.0000;1.3750;2.2
aunar;2.33835;1.77275;2.1
aunque;1.8333;1.7273;1.0
aupar;2.1250;2.4444;1.6
auricular;2.4000;2.0000;2.4
aurora;2.1667;1.4444;2.6
auscultar;2.0000;2.8000;1.4
ausencia;1.47978;1.43202;1.44
ausentarse;1.225;1.907075;2.45
ausente;1.0000;1.1250;1.8
auténtico;2.7;2.0;1.4
auto;2.46665;2.15715;2.2
autobús;1.7273;1.8333;3.0
autocar;1.9091;2.0000;2.6
autóctono;1.8333;1.7500;2.4
automático;1.91665;2.05;1.7
automóvil;2.3333;1.7143;3.0
autonomía;2.04166666667;1.56666666667;1.86666666667
autopista;1.75926666667;1.91666666667;2.6
autopista de peaje;1.8889;1.7500;2.0
autor;1.672225;1.719725;2.3
autoridad;1.82021666667;2.06343333333;1.63333333333
autoridades;1.4286;2.4444;2.8
autorización;1.9623;1.7006;2.25
autorizado;1.7500;1.6250;1.4
autorizar;1.83035;1.972925;2.1
auxiliar;2.008325;1.9757;2.0
auxilio;2.0;2.3611;1.6
avalancha;2.0000;2.2500;2.8
avaluar;2.3333;1.8000;1.0
avance;2.02287;2.17274;2.04
avante;2.0000;2.0909;1.6
avanzadilla;1.2000;2.7000;2.0
avanzado;1.8889;2.5556;1.0
avanzar;1.77;1.9177;2.2
avanzar en abanico;2.27775;2.05;2.7
avanzar poco a poco;2.2857;1.2222;1.8
ave;1.64285;1.58335;2.4
ave canora;2.5714;2.3750;3.0
ave de corral;1.0000;1.1667;1.8
avellanar;1.0000;1.8571;2.6
avenencia;2.42855;2.0;1.8
avenida;1.41665;2.096;2.7
aventador;2.27775;2.05;2.7
aventajar;1.7;1.27775;2.2
aventar;2.18516666667;2.03333333333;2.6
aventón;1.4000;1.7778;2.6
aventura;1.9137;2.4107;1.85
aventurar;1.799125;2.11605;1.7
aventurarse;2.1429;2.5000;1.2
avergonzar;1.0000;1.7500;1.4
avería;1.36;1.96944;2.04
averiar;1.5000;2.2222;2.8
averiarse;1.0;1.8091;1.4
averiguado;2.1000;1.7000;1.0
averiguar el paradero de;1.7500;2.0000;2.0
averno;2.1667;1.0000;2.4
aversión;1.25895;1.7232;1.8
aves de corral;1.7000;1.6000;3.0
avío;1.7778;2.3333;1.6
avión;1.70834285714;1.83532857143;2.57142857143
avión a reacción;2.2500;1.6000;2.6
avión reactivo;2.2500;1.6000;2.6
avíos;1.83335;1.820525;2.15
avisado;1.8571;1.3333;1.2
avisar;1.6667;1.8571;2.6
aviso;1.93921818182;2.00226363636;1.83636363636
avistar;2.2857;1.7500;1.8
avivar;2.0;1.7;2.0
axis;1.8571;1.3333;2.4
ayer;2.5714;1.8333;1.6
ayuda;2.04991111111;1.77296666667;1.82222222222
ayudanta;1.6667;1.4444;3.0
ayudante;2.18638571429;1.62048571429;2.4
ayudar;2.17027142857;1.94965714286;1.74285714286
ayudar a;1.74605;1.91665;1.8
ayunar;2.2857;2.3750;2.0
ayuntamiento;1.5278;1.6012;1.8
azabache;2.2500;1.6000;2.6
azadada;1.2500;2.4286;3.0
azar;2.04572;1.66976;1.2
azogue;1.5000;1.3333;2.2
azorar;1.0000;2.2500;2.6
azotar;1.452775;2.2634;2.6
azote;1.05555;2.5268;2.9
azotera;1.2000;2.4286;2.4
